cut_idx,fPhase,canon_tt,cut_delay
7509,1,107394662, -1.000000
7510,0,869035155, -1.000000
7510,1,869035155, -1.000000
7511,0,117901304, -1.000000
7511,1,133757176, -1.000000
7512,0,286781160, -1.000000
7512,1,286781160, -1.000000
7513,0,2091240, -1.000000
7513,1,134211816, -1.000000
7514,0,2097120, -1.000000
7514,1,2097120, -1.000000
7515,0,125298920, -1.000000
7515,1,287303912, -1.000000
7516,0,107413503, -1.000000
7516,1,26223, -1.000000
7517,0,432543, -1.000000
7517,1,107388927, -1.000000
7518,0,458742, -1.000000
7518,1,458742, -1.000000
7519,0,458751, -1.000000
7519,1,28671, -1.000000
7520,0,524287, -1.000000
7520,1,8191, -1.000000
7521,0,17952767, -1.000000
7521,1,126703, -1.000000
7522,0,252776721, -1.000000
7522,1,259487607, -1.000000
7523,0,17956863, -1.000000
7523,1,30591, -1.000000
7524,0,1572863, -1.000000
7524,1,6143, -1.000000
7525,0,301960846, -1.000000
7525,1,7835278, -1.000000
7526,0,16717591, -1.000000
7526,1,16717591, -1.000000
7527,0,1572863, -1.000000
7527,1,6143, -1.000000
7528,0,524287, -1.000000
7528,1,8191, -1.000000
7529,0,17822207, -1.000000
7529,1,520439, -1.000000
7530,0,17825791, -1.000000
7530,1,3967, -1.000000
7531,0,2097151, -1.000000
7531,1,2047, -1.000000
7532,0,117960959, -1.000000
7532,1,1044977, -1.000000
7533,0,16713479, -1.000000
7533,1,16719647, -1.000000
7534,0,524287, -1.000000
7534,1,8191, -1.000000
7535,0,524287, -1.000000
7535,1,8191, -1.000000
7536,0,17822207, -1.000000
7536,1,520439, -1.000000
7537,0,17825791, -1.000000
7537,1,3967, -1.000000
7538,0,2097151, -1.000000
7538,1,2047, -1.000000
7539,0,7864079, -1.000000
7539,1,1048337, -1.000000
7540,0,16713479, -1.000000
7540,1,16719647, -1.000000
7541,0,524287, -1.000000
7541,1,8191, -1.000000
7542,0,101058294, -1.000000
7542,1,116848374, -1.000000
7543,0,2004318071, 27.879999
7543,1,286331153, 18.620001
7544,0,522133279, 25.350000
7544,1,117901063, 21.030001
7545,0,522133279, 21.020000
7545,1,117901063, 26.590000
7546,0,134154239, -1.000000
7546,1,2031647, -1.000000
7547,0,134154239, -1.000000
7547,1,2031647, -1.000000
7548,0,402593791, -1.000000
7548,1,1507351, -1.000000
7549,0,287248671, 23.030001
7549,1,125241207, 22.709999
7550,0,125304831, -1.000000
7550,1,4383, -1.000000
7551,0,2097151, -1.000000
7551,1,2047, -1.000000
7552,0,2097151, -1.000000
7552,1,2047, -1.000000
7553,0,286785535, -1.000000
7553,1,6007, -1.000000
7554,0,3366783, -1.000000
7554,1,17118207, -1.000000
7555,0,286334975, -1.000000
7555,1,489335, -1.000000
7556,0,87515007, -1.000000
7556,1,17109855, -1.000000
7557,0,2004318071, 17.670000
7557,1,286331153, 24.280001
7558,0,387389207, 33.799999
7558,1,387389207, 31.980000
7559,0,522133279, 21.020000
7559,1,117901063, 26.590000
7560,0,522133279, 25.350000
7560,1,117901063, 21.030001
7561,0,393680759, -1.000000
7561,1,286724375, -1.000000
7562,0,134154239, -1.000000
7562,1,2031647, -1.000000
7563,0,134154239, -1.000000
7563,1,2031647, -1.000000
7564,0,287248671, 23.030001
7564,1,125241207, 22.709999
7565,0,20386687, -1.000000
7565,1,20386687, -1.000000
7566,0,286750583, -1.000000
7566,1,286332791, -1.000000
7567,0,20395007, -1.000000
7567,1,3347327, -1.000000
7568,0,125304831, -1.000000
7568,1,4383, -1.000000
7569,0,1572863, -1.000000
7569,1,6143, -1.000000
7570,0,2097151, -1.000000
7570,1,2047, -1.000000
7571,0,2097151, -1.000000
7571,1,2047, -1.000000
7572,0,286334975, -1.000000
7572,1,489335, -1.000000
7573,0,2004318071, 27.879999
7573,1,286331153, 18.620001
7574,0,2004318071, 17.670000
7574,1,286331153, 24.280001
7575,0,1717986918, 35.900002
7575,1,1717986918, 35.639999
7576,0,2004318071, 17.670000
7576,1,286331153, 18.620001
7577,0,522133279, 25.350000
7577,1,117901063, 21.030001
7578,0,522133279, 21.020000
7578,1,117901063, 26.590000
7579,0,2004318071, 17.670000
7579,1,286331153, 24.280001
7580,0,1465341783, 21.020000
7580,1,353703189, 26.590000
7581,0,2139062143, 21.379999
7581,1,16843009, 26.600000
7582,0,1869573999, -1.000000
7582,1,101058054, -1.000000
7583,0,536813567, 24.190001
7583,1,458759, 26.000000
7584,0,259985279, -1.000000
7584,1,17760527, -1.000000
7585,0,536813567, 24.190001
7585,1,458759, 35.830002
7586,0,259985279, -1.000000
7586,1,17760527, -1.000000
7587,0,402593791, -1.000000
7587,1,1507351, -1.000000
7588,0,2004842367, 24.190001
7588,1,17891601, 35.830002
7589,0,1879011327, -1.000000
7589,1,393222, -1.000000
7590,0,287309823, 28.690001
7590,1,1911, 29.040001
7591,0,134217727, -1.000000
7591,1,31, -1.000000
7592,0,134217727, -1.000000
7592,1,31, -1.000000
7593,0,393740287, -1.000000
7593,1,4375, -1.000000
7594,0,522133503, 36.279999
7594,1,460551, 29.040001
7595,0,936247295, -1.000000
7595,1,4940, -1.000000
7596,0,268402687, -1.000000
7596,1,65551, -1.000000
7597,0,522133503, 28.690001
7597,1,460551, 37.939999
7598,0,1718616063, -1.000000
7598,1,1638, -1.000000
7599,0,268402687, -1.000000
7599,1,65551, -1.000000
7600,0,936214495, -1.000000
7600,1,17044300, -1.000000
7601,0,387389439, -1.000000
7601,1,1513239, -1.000000
7602,0,2004318071, 27.879999
7602,1,286331153, 18.620001
7603,0,2139062143, 31.150000
7603,1,16843009, 22.879999
7604,0,522133279, 25.350000
7604,1,117901063, 21.030001
7605,0,1869573999, -1.000000
7605,1,101058054, -1.000000
7606,0,134154239, -1.000000
7606,1,2031647, -1.000000
7607,0,536813567, 24.190001
7607,1,458759, 35.830002
7608,0,134154239, -1.000000
7608,1,2031647, -1.000000
7609,0,536813567, 31.780001
7609,1,458759, 26.000000
7610,0,402593791, -1.000000
7610,1,1507351, -1.000000
7611,0,536813567, 24.190001
7611,1,458759, 26.000000
7612,0,1718576751, -1.000000
7612,1,107349606, -1.000000
7613,0,125304831, -1.000000
7613,1,4383, -1.000000
7614,0,2097151, -1.000000
7614,1,2047, -1.000000
7615,0,2097151, -1.000000
7615,1,2047, -1.000000
7616,0,286785535, -1.000000
7616,1,6007, -1.000000
7617,0,134217727, -1.000000
7617,1,31, -1.000000
7618,0,869040095, -1.000000
7618,1,17052620, -1.000000
7619,0,287309823, 28.690001
7619,1,1911, 29.040001
7620,0,134217727, -1.000000
7620,1,31, -1.000000
7621,0,1717989375, -1.000000
7621,1,419430, -1.000000
7622,0,287309823, 36.279999
7622,1,1911, 29.040001
7623,0,936214495, -1.000000
7623,1,17044300, -1.000000
7624,0,402653183, -1.000000
7624,1,23, -1.000000
7625,0,1717986918, 35.639999
7625,1,1717986918, 35.900002
7626,0,2004318071, 17.670000
7626,1,286331153, 18.620001
7627,0,1768515945, -1.000000
7627,1,1768515945, -1.000000
7628,0,505290270, -1.000000
7628,1,505290270, -1.000000
7629,0,1448498774, -1.000000
7629,1,1448498774, -1.000000
7630,0,522133279, 21.020000
7630,1,117901063, 26.590000
7631,0,522133279, 25.350000
7631,1,117901063, 21.030001
7632,0,1718183529, -1.000000
7632,1,1718183529, -1.000000
7633,0,287183134, -1.000000
7633,1,518921966, -1.000000
7634,0,401086440, -1.000000
7634,1,401086440, -1.000000
7635,0,385226486, -1.000000
7635,1,112592566, -1.000000
7636,0,133695480, -1.000000
7636,1,133695480, -1.000000
7637,0,385226486, -1.000000
7637,1,112592566, -1.000000
7638,0,133695480, -1.000000
7638,1,133695480, -1.000000
7639,0,117376767, -1.000000
7639,1,7274607, -1.000000
7640,0,116786934, -1.000000
7640,1,116786934, -1.000000
7641,0,117376767, -1.000000
7641,1,7274607, -1.000000
7642,0,134154239, -1.000000
7642,1,2031647, -1.000000
7643,0,252776209, -1.000000
7643,1,259460983, -1.000000
7644,0,33489407, 28.330000
7644,1,8323199, 25.270000
7645,0,33489407, 25.920000
7645,1,8323199, 25.270000
7646,0,364844479, -1.000000
7646,1,27984299, -1.000000
7647,0,369038847, -1.000000
7647,1,5701719, -1.000000
7648,0,387389416, -1.000000
7648,1,387389416, -1.000000
7649,0,919170195, -1.000000
7649,1,919170195, -1.000000
7650,0,375846502, -1.000000
7650,1,107394662, -1.000000
7651,0,1717987737, -1.000000
7651,1,1717987737, -1.000000
7652,0,117901304, -1.000000
7652,1,133757176, -1.000000
7653,0,375846502, -1.000000
7653,1,107394662, -1.000000
7654,0,869035155, -1.000000
7654,1,869035155, -1.000000
7655,0,117901304, -1.000000
7655,1,133757176, -1.000000
7656,0,286781160, -1.000000
7656,1,286781160, -1.000000
7657,0,2091240, -1.000000
7657,1,134211816, -1.000000
7658,0,2097120, -1.000000
7658,1,2097120, -1.000000
7659,0,125298920, -1.000000
7659,1,287303912, -1.000000
7660,0,107413503, -1.000000
7660,1,26223, -1.000000
7661,0,432543, -1.000000
7661,1,107388927, -1.000000
7662,0,458742, -1.000000
7662,1,458742, -1.000000
7663,0,458751, -1.000000
7663,1,28671, -1.000000
7664,0,524287, -1.000000
7664,1,8191, -1.000000
7665,0,17952767, -1.000000
7665,1,126703, -1.000000
7666,0,252776721, -1.000000
7666,1,259487607, -1.000000
7667,0,17956863, -1.000000
7667,1,30591, -1.000000
7668,0,1572863, -1.000000
7668,1,6143, -1.000000
7669,0,301960846, -1.000000
7669,1,7835278, -1.000000
7670,0,16717591, -1.000000
7670,1,16717591, -1.000000
7671,0,1572863, -1.000000
7671,1,6143, -1.000000
7672,0,524287, -1.000000
7672,1,8191, -1.000000
7673,0,17822207, -1.000000
7673,1,520439, -1.000000
7674,0,17825791, -1.000000
7674,1,3967, -1.000000
7675,0,2097151, -1.000000
7675,1,2047, -1.000000
7676,0,117960959, -1.000000
7676,1,1044977, -1.000000
7677,0,16713479, -1.000000
7677,1,16719647, -1.000000
7678,0,524287, -1.000000
7678,1,8191, -1.000000
7679,0,524287, -1.000000
7679,1,8191, -1.000000
7680,0,17822207, -1.000000
7680,1,520439, -1.000000
7681,0,17825791, -1.000000
7681,1,3967, -1.000000
7682,0,2097151, -1.000000
7682,1,2047, -1.000000
7683,0,7864079, -1.000000
7683,1,1048337, -1.000000
7684,0,16713479, -1.000000
7684,1,16719647, -1.000000
7685,0,524287, -1.000000
7685,1,8191, -1.000000
7686,0,101058294, -1.000000
7686,1,116848374, -1.000000
7687,0,2004318071, 27.879999
7687,1,286331153, 18.620001
7688,0,522133279, 25.350000
7688,1,117901063, 21.030001
7689,0,522133279, 21.020000
7689,1,117901063, 26.590000
7690,0,134154239, -1.000000
7690,1,2031647, -1.000000
7691,0,134154239, -1.000000
7691,1,2031647, -1.000000
7692,0,402593791, -1.000000
7692,1,1507351, -1.000000
7693,0,287248671, 23.030001
7693,1,125241207, 22.709999
7694,0,125304831, -1.000000
7694,1,4383, -1.000000
7695,0,2097151, -1.000000
7695,1,2047, -1.000000
7696,0,2097151, -1.000000
7696,1,2047, -1.000000
7697,0,286785535, -1.000000
7697,1,6007, -1.000000
7698,0,3366783, -1.000000
7698,1,17118207, -1.000000
7699,0,286334975, -1.000000
7699,1,489335, -1.000000
7700,0,87515007, -1.000000
7700,1,17109855, -1.000000
7701,0,2004318071, 17.670000
7701,1,286331153, 24.280001
7702,0,387389207, 33.799999
7702,1,387389207, 31.980000
7703,0,522133279, 21.020000
7703,1,117901063, 26.590000
7704,0,522133279, 25.350000
7704,1,117901063, 21.030001
7705,0,393680759, -1.000000
7705,1,286724375, -1.000000
7706,0,134154239, -1.000000
7706,1,2031647, -1.000000
7707,0,134154239, -1.000000
7707,1,2031647, -1.000000
7708,0,287248671, 23.030001
7708,1,125241207, 22.709999
7709,0,20386687, -1.000000
7709,1,20386687, -1.000000
7710,0,286750583, -1.000000
7710,1,286332791, -1.000000
7711,0,20395007, -1.000000
7711,1,3347327, -1.000000
7712,0,125304831, -1.000000
7712,1,4383, -1.000000
7713,0,1572863, -1.000000
7713,1,6143, -1.000000
7714,0,2097151, -1.000000
7714,1,2047, -1.000000
7715,0,2097151, -1.000000
7715,1,2047, -1.000000
7716,0,286334975, -1.000000
7716,1,489335, -1.000000
7717,0,2004318071, 27.879999
7717,1,286331153, 18.620001
7718,0,2004318071, 17.670000
7718,1,286331153, 24.280001
7719,0,1717986918, 35.900002
7719,1,1717986918, 35.639999
7720,0,2004318071, 17.670000
7720,1,286331153, 18.620001
7721,0,522133279, 25.350000
7721,1,117901063, 21.030001
7722,0,522133279, 21.020000
7722,1,117901063, 26.590000
7723,0,2004318071, 27.879999
7723,1,286331153, 18.620001
7724,0,1465341783, 21.020000
7724,1,353703189, 26.590000
7725,0,2139062143, 21.379999
7725,1,16843009, 22.879999
7726,0,1869573999, -1.000000
7726,1,101058054, -1.000000
7727,0,536813567, 31.780001
7727,1,458759, 26.000000
7728,0,259985279, -1.000000
7728,1,17760527, -1.000000
7729,0,536813567, 24.190001
7729,1,458759, 35.830002
7730,0,259985279, -1.000000
7730,1,17760527, -1.000000
7731,0,402593791, -1.000000
7731,1,1507351, -1.000000
7732,0,2004842367, 24.190001
7732,1,17891601, 35.830002
7733,0,1879011327, -1.000000
7733,1,393222, -1.000000
7734,0,287309823, 28.690001
7734,1,1911, 29.040001
7735,0,134217727, -1.000000
7735,1,31, -1.000000
7736,0,134217727, -1.000000
7736,1,31, -1.000000
7737,0,393740287, -1.000000
7737,1,4375, -1.000000
7738,0,522133503, 36.279999
7738,1,460551, 29.040001
7739,0,936247295, -1.000000
7739,1,4940, -1.000000
7740,0,268402687, -1.000000
7740,1,65551, -1.000000
7741,0,522133503, 28.690001
7741,1,460551, 37.939999
7742,0,1718616063, -1.000000
7742,1,1638, -1.000000
7743,0,268402687, -1.000000
7743,1,65551, -1.000000
7744,0,936214495, -1.000000
7744,1,17044300, -1.000000
7745,0,387389439, -1.000000
7745,1,1513239, -1.000000
7746,0,2004318071, 17.670000
7746,1,286331153, 24.280001
7747,0,2139062143, 31.150000
7747,1,16843009, 22.879999
7748,0,522133279, 21.020000
7748,1,117901063, 21.030001
7749,0,1869573999, -1.000000
7749,1,101058054, -1.000000
7750,0,134154239, -1.000000
7750,1,2031647, -1.000000
7751,0,536813567, 24.190001
7751,1,458759, 35.830002
7752,0,134154239, -1.000000
7752,1,2031647, -1.000000
7753,0,536813567, 31.780001
7753,1,458759, 26.000000
7754,0,402593791, -1.000000
7754,1,1507351, -1.000000
7755,0,536813567, 24.190001
7755,1,458759, 26.000000
7756,0,1718576751, -1.000000
7756,1,107349606, -1.000000
7757,0,125304831, -1.000000
7757,1,4383, -1.000000
7758,0,2097151, -1.000000
7758,1,2047, -1.000000
7759,0,2097151, -1.000000
7759,1,2047, -1.000000
7760,0,286785535, -1.000000
7760,1,6007, -1.000000
7761,0,134217727, -1.000000
7761,1,31, -1.000000
7762,0,869040095, -1.000000
7762,1,17052620, -1.000000
7763,0,287309823, 28.690001
7763,1,1911, 29.040001
7764,0,134217727, -1.000000
7764,1,31, -1.000000
7765,0,1717989375, -1.000000
7765,1,419430, -1.000000
7766,0,287309823, 36.279999
7766,1,1911, 29.040001
7767,0,936214495, -1.000000
7767,1,17044300, -1.000000
7768,0,402653183, -1.000000
7768,1,23, -1.000000
7769,0,1717986918, 35.639999
7769,1,1717986918, 35.900002
7770,0,2004318071, 27.879999
7770,1,286331153, 18.620001
7771,0,1768515945, -1.000000
7771,1,1768515945, -1.000000
7772,0,505290270, -1.000000
7772,1,505290270, -1.000000
7773,0,1448498774, -1.000000
7773,1,1448498774, -1.000000
7774,0,522133279, 25.350000
7774,1,117901063, 21.030001
7775,0,522133279, 21.020000
7775,1,117901063, 26.590000
7776,0,1718183529, -1.000000
7776,1,1718183529, -1.000000
7777,0,287183134, -1.000000
7777,1,518921966, -1.000000
7778,0,401086440, -1.000000
7778,1,401086440, -1.000000
7779,0,385226486, -1.000000
7779,1,112592566, -1.000000
7780,0,133695480, -1.000000
7780,1,133695480, -1.000000
7781,0,385226486, -1.000000
7781,1,112592566, -1.000000
7782,0,133695480, -1.000000
7782,1,133695480, -1.000000
7783,0,117376767, -1.000000
7783,1,7274607, -1.000000
7784,0,116786934, -1.000000
7784,1,116786934, -1.000000
7785,0,117376767, -1.000000
7785,1,7274607, -1.000000
7786,0,134154239, -1.000000
7786,1,2031647, -1.000000
7787,0,252776209, -1.000000
7787,1,259460983, -1.000000
7788,0,33489407, 25.920000
7788,1,8323199, 25.270000
7789,0,33489407, 25.920000
7789,1,8323199, 25.270000
7790,0,364844479, -1.000000
7790,1,27984299, -1.000000
7791,0,369038847, -1.000000
7791,1,5701719, -1.000000
7792,0,387389416, -1.000000
7792,1,387389416, -1.000000
7793,0,919170195, -1.000000
7793,1,919170195, -1.000000
7794,0,375846502, -1.000000
7794,1,107394662, -1.000000
7795,0,1717987737, -1.000000
7795,1,1717987737, -1.000000
7796,0,117901304, -1.000000
7796,1,133757176, -1.000000
7797,0,375846502, -1.000000
7797,1,107394662, -1.000000
7798,0,869035155, -1.000000
7798,1,869035155, -1.000000
7799,0,117901304, -1.000000
7799,1,133757176, -1.000000
7800,0,286781160, -1.000000
7800,1,286781160, -1.000000
7801,0,2091240, -1.000000
7801,1,134211816, -1.000000
7802,0,2097120, -1.000000
7802,1,2097120, -1.000000
7803,0,125298920, -1.000000
7803,1,287303912, -1.000000
7804,0,107413503, -1.000000
7804,1,26223, -1.000000
7805,0,432543, -1.000000
7805,1,107388927, -1.000000
7806,0,458742, -1.000000
7806,1,458742, -1.000000
7807,0,458751, -1.000000
7807,1,28671, -1.000000
7808,0,524287, -1.000000
7808,1,8191, -1.000000
7809,0,17952767, -1.000000
7809,1,126703, -1.000000
7810,0,252776721, -1.000000
7810,1,259487607, -1.000000
7811,0,17956863, -1.000000
7811,1,30591, -1.000000
7812,0,1572863, -1.000000
7812,1,6143, -1.000000
7813,0,301960846, -1.000000
7813,1,7835278, -1.000000
7814,0,16717591, -1.000000
7814,1,16717591, -1.000000
7815,0,1572863, -1.000000
7815,1,6143, -1.000000
7816,0,524287, -1.000000
7816,1,8191, -1.000000
7817,0,17822207, -1.000000
7817,1,520439, -1.000000
7818,0,17825791, -1.000000
7818,1,3967, -1.000000
7819,0,2097151, -1.000000
7819,1,2047, -1.000000
7820,0,117960959, -1.000000
7820,1,1044977, -1.000000
7821,0,16713479, -1.000000
7821,1,16719647, -1.000000
7822,0,524287, -1.000000
7822,1,8191, -1.000000
7823,0,524287, -1.000000
7823,1,8191, -1.000000
7824,0,17822207, -1.000000
7824,1,520439, -1.000000
7825,0,17825791, -1.000000
7825,1,3967, -1.000000
7826,0,2097151, -1.000000
7826,1,2047, -1.000000
7827,0,7864079, -1.000000
7827,1,1048337, -1.000000
7828,0,16713479, -1.000000
7828,1,16719647, -1.000000
7829,0,524287, -1.000000
7829,1,8191, -1.000000
7830,0,101058294, -1.000000
7830,1,116848374, -1.000000
7831,0,2004318071, 27.879999
7831,1,286331153, 18.620001
7832,0,522133279, 25.350000
7832,1,117901063, 21.030001
7833,0,522133279, 21.020000
7833,1,117901063, 26.590000
7834,0,134154239, -1.000000
7834,1,2031647, -1.000000
7835,0,134154239, -1.000000
7835,1,2031647, -1.000000
7836,0,402593791, -1.000000
7836,1,1507351, -1.000000
7837,0,287248671, 23.030001
7837,1,125241207, 22.709999
7838,0,125304831, -1.000000
7838,1,4383, -1.000000
7839,0,2097151, -1.000000
7839,1,2047, -1.000000
7840,0,2097151, -1.000000
7840,1,2047, -1.000000
7841,0,286785535, -1.000000
7841,1,6007, -1.000000
7842,0,3366783, -1.000000
7842,1,17118207, -1.000000
7843,0,286334975, -1.000000
7843,1,489335, -1.000000
7844,0,87515007, -1.000000
7844,1,17109855, -1.000000
7845,0,2004318071, 17.670000
7845,1,286331153, 24.280001
7846,0,387389207, 33.799999
7846,1,387389207, 31.980000
7847,0,522133279, 21.020000
7847,1,117901063, 26.590000
7848,0,522133279, 25.350000
7848,1,117901063, 21.030001
7849,0,393680759, -1.000000
7849,1,286724375, -1.000000
7850,0,134154239, -1.000000
7850,1,2031647, -1.000000
7851,0,134154239, -1.000000
7851,1,2031647, -1.000000
7852,0,287248671, 23.030001
7852,1,125241207, 22.709999
7853,0,20386687, -1.000000
7853,1,20386687, -1.000000
7854,0,286750583, -1.000000
7854,1,286332791, -1.000000
7855,0,20395007, -1.000000
7855,1,3347327, -1.000000
7856,0,125304831, -1.000000
7856,1,4383, -1.000000
7857,0,1572863, -1.000000
7857,1,6143, -1.000000
7858,0,2097151, -1.000000
7858,1,2047, -1.000000
7859,0,2097151, -1.000000
7859,1,2047, -1.000000
7860,0,286334975, -1.000000
7860,1,489335, -1.000000
7861,0,2004318071, 27.879999
7861,1,286331153, 18.620001
7862,0,2004318071, 17.670000
7862,1,286331153, 24.280001
7863,0,1717986918, 35.900002
7863,1,1717986918, 35.639999
7864,0,2004318071, 17.670000
7864,1,286331153, 18.620001
7865,0,522133279, 25.350000
7865,1,117901063, 21.030001
7866,0,522133279, 21.020000
7866,1,117901063, 26.590000
7867,0,2004318071, 17.670000
7867,1,286331153, 24.280001
7868,0,1465341783, 21.020000
7868,1,353703189, 26.590000
7869,0,2139062143, 21.379999
7869,1,16843009, 26.600000
7870,0,1869573999, -1.000000
7870,1,101058054, -1.000000
7871,0,536813567, 24.190001
7871,1,458759, 26.000000
7872,0,259985279, -1.000000
7872,1,17760527, -1.000000
7873,0,536813567, 24.190001
7873,1,458759, 35.830002
7874,0,259985279, -1.000000
7874,1,17760527, -1.000000
7875,0,402593791, -1.000000
7875,1,1507351, -1.000000
7876,0,2004842367, 24.190001
7876,1,17891601, 35.830002
7877,0,1879011327, -1.000000
7877,1,393222, -1.000000
7878,0,287309823, 28.690001
7878,1,1911, 29.040001
7879,0,134217727, -1.000000
7879,1,31, -1.000000
7880,0,134217727, -1.000000
7880,1,31, -1.000000
7881,0,393740287, -1.000000
7881,1,4375, -1.000000
7882,0,522133503, 36.279999
7882,1,460551, 29.040001
7883,0,936247295, -1.000000
7883,1,4940, -1.000000
7884,0,268402687, -1.000000
7884,1,65551, -1.000000
7885,0,522133503, 28.690001
7885,1,460551, 37.939999
7886,0,1718616063, -1.000000
7886,1,1638, -1.000000
7887,0,268402687, -1.000000
7887,1,65551, -1.000000
7888,0,936214495, -1.000000
7888,1,17044300, -1.000000
7889,0,387389439, -1.000000
7889,1,1513239, -1.000000
7890,0,2004318071, 27.879999
7890,1,286331153, 18.620001
7891,0,2139062143, 31.150000
7891,1,16843009, 22.879999
7892,0,522133279, 25.350000
7892,1,117901063, 21.030001
7893,0,1869573999, -1.000000
7893,1,101058054, -1.000000
7894,0,134154239, -1.000000
7894,1,2031647, -1.000000
7895,0,536813567, 24.190001
7895,1,458759, 35.830002
7896,0,134154239, -1.000000
7896,1,2031647, -1.000000
7897,0,536813567, 31.780001
7897,1,458759, 26.000000
7898,0,402593791, -1.000000
7898,1,1507351, -1.000000
7899,0,536813567, 24.190001
7899,1,458759, 26.000000
7900,0,1718576751, -1.000000
7900,1,107349606, -1.000000
7901,0,125304831, -1.000000
7901,1,4383, -1.000000
7902,0,2097151, -1.000000
7902,1,2047, -1.000000
7903,0,2097151, -1.000000
7903,1,2047, -1.000000
7904,0,286785535, -1.000000
7904,1,6007, -1.000000
7905,0,134217727, -1.000000
7905,1,31, -1.000000
7906,0,869040095, -1.000000
7906,1,17052620, -1.000000
7907,0,287309823, 28.690001
7907,1,1911, 29.040001
7908,0,134217727, -1.000000
7908,1,31, -1.000000
7909,0,1717989375, -1.000000
7909,1,419430, -1.000000
7910,0,287309823, 36.279999
7910,1,1911, 29.040001
7911,0,936214495, -1.000000
7911,1,17044300, -1.000000
7912,0,402653183, -1.000000
7912,1,23, -1.000000
7913,0,1717986918, 35.639999
7913,1,1717986918, 35.900002
7914,0,2004318071, 17.670000
7914,1,286331153, 18.620001
7915,0,1768515945, -1.000000
7915,1,1768515945, -1.000000
7916,0,505290270, -1.000000
7916,1,505290270, -1.000000
7917,0,1448498774, -1.000000
7917,1,1448498774, -1.000000
7918,0,522133279, 21.020000
7918,1,117901063, 26.590000
7919,0,522133279, 25.350000
7919,1,117901063, 21.030001
7920,0,1718183529, -1.000000
7920,1,1718183529, -1.000000
7921,0,287183134, -1.000000
7921,1,518921966, -1.000000
7922,0,401086440, -1.000000
7922,1,401086440, -1.000000
7923,0,385226486, -1.000000
7923,1,112592566, -1.000000
7924,0,133695480, -1.000000
7924,1,133695480, -1.000000
7925,0,385226486, -1.000000
7925,1,112592566, -1.000000
7926,0,133695480, -1.000000
7926,1,133695480, -1.000000
7927,0,117376767, -1.000000
7927,1,7274607, -1.000000
7928,0,116786934, -1.000000
7928,1,116786934, -1.000000
7929,0,117376767, -1.000000
7929,1,7274607, -1.000000
7930,0,134154239, -1.000000
7930,1,2031647, -1.000000
7931,0,252776209, -1.000000
7931,1,259460983, -1.000000
7932,0,33489407, 28.330000
7932,1,8323199, 25.270000
7933,0,33489407, 25.920000
7933,1,8323199, 25.270000
7934,0,364844479, -1.000000
7934,1,27984299, -1.000000
7935,0,369038847, -1.000000
7935,1,5701719, -1.000000
7936,0,387389416, -1.000000
7936,1,387389416, -1.000000
7937,0,919170195, -1.000000
7937,1,919170195, -1.000000
7938,0,375846502, -1.000000
7938,1,107394662, -1.000000
7939,0,1717987737, -1.000000
7939,1,1717987737, -1.000000
7940,0,117901304, -1.000000
7940,1,133757176, -1.000000
7941,0,375846502, -1.000000
7941,1,107394662, -1.000000
7942,0,869035155, -1.000000
7942,1,869035155, -1.000000
7943,0,117901304, -1.000000
7943,1,133757176, -1.000000
7944,0,286781160, -1.000000
7944,1,286781160, -1.000000
7945,0,2091240, -1.000000
7945,1,134211816, -1.000000
7946,0,2097120, -1.000000
7946,1,2097120, -1.000000
7947,0,125298920, -1.000000
7947,1,287303912, -1.000000
7948,0,107413503, -1.000000
7948,1,26223, -1.000000
7949,0,432543, -1.000000
7949,1,107388927, -1.000000
7950,0,458742, -1.000000
7950,1,458742, -1.000000
7951,0,458751, -1.000000
7951,1,28671, -1.000000
7952,0,524287, -1.000000
7952,1,8191, -1.000000
7953,0,17952767, -1.000000
7953,1,126703, -1.000000
7954,0,252776721, -1.000000
7954,1,259487607, -1.000000
7955,0,17956863, -1.000000
7955,1,30591, -1.000000
7956,0,1572863, -1.000000
7956,1,6143, -1.000000
7957,0,301960846, -1.000000
7957,1,7835278, -1.000000
7958,0,16717591, -1.000000
7958,1,16717591, -1.000000
7959,0,1572863, -1.000000
7959,1,6143, -1.000000
7960,0,524287, -1.000000
7960,1,8191, -1.000000
7961,0,17822207, -1.000000
7961,1,520439, -1.000000
7962,0,17825791, -1.000000
7962,1,3967, -1.000000
7963,0,2097151, -1.000000
7963,1,2047, -1.000000
7964,0,117960959, -1.000000
7964,1,1044977, -1.000000
7965,0,16713479, -1.000000
7965,1,16719647, -1.000000
7966,0,524287, -1.000000
7966,1,8191, -1.000000
7967,0,524287, -1.000000
7967,1,8191, -1.000000
7968,0,17822207, -1.000000
7968,1,520439, -1.000000
7969,0,17825791, -1.000000
7969,1,3967, -1.000000
7970,0,2097151, -1.000000
7970,1,2047, -1.000000
7971,0,7864079, -1.000000
7971,1,1048337, -1.000000
7972,0,16713479, -1.000000
7972,1,16719647, -1.000000
7973,0,524287, -1.000000
7973,1,8191, -1.000000
7974,0,101058294, -1.000000
7974,1,116848374, -1.000000
7975,0,2004318071, 27.879999
7975,1,286331153, 18.620001
7976,0,522133279, 25.350000
7976,1,117901063, 21.030001
7977,0,522133279, 21.020000
7977,1,117901063, 26.590000
7978,0,134154239, -1.000000
7978,1,2031647, -1.000000
7979,0,134154239, -1.000000
