Index,Gates,Gates (%),Area,Area (%),Delay,Delay (%)
3962,    994, 19.4,     1118.58, 80.6,  3147.73, 15.2
3963,    844, 17.3,      973.94, 82.7,  3698.97, 19.4
3964,    870, 17.0,     1015.47, 83.0,  3471.38, 19.8
3965,    783, 13.4,      965.55, 86.6,  3526.37, 19.2
3966,    826, 14.8,      987.01, 85.2,  3625.46, 20.3
3967,   1105, 21.5,     1179.46, 78.5,  2974.04, 27.1
3968,    770, 14.8,      937.09, 85.2,  3693.81, 19.7
3969,    935, 19.4,     1077.29, 80.6,  3290.63, 24.3
3970,   1097, 22.4,     1189.03, 77.6,  3054.40, 14.6
3971,    831, 16.6,      969.74, 83.4,  3632.38, 18.7
3972,    918, 15.6,     1047.19, 84.4,  3474.35, 23.5
3973,    786, 14.9,      955.28, 85.1,  3672.69, 20.6
3974,    766, 14.8,      947.12, 85.2,  3635.66, 21.0
3975,    863, 15.6,     1020.60, 84.4,  3405.66, 20.3
3976,    824, 14.9,      985.14, 85.1,  3534.15, 23.5
3977,    984, 19.3,     1122.78, 80.7,  3301.14, 15.7
3978,   1097, 21.3,     1194.16, 78.7,  3004.96, 14.7
3979,    862, 17.4,      993.31, 82.6,  3557.92, 19.0
3980,    879, 17.4,     1026.20, 82.6,  3420.35, 22.3
3981,    819, 16.7,      960.41, 83.3,  3658.15, 18.9
3982,    806, 13.9,      966.95, 86.1,  3507.43, 20.3
3983,   1100, 21.6,     1183.90, 78.4,  3019.85, 14.7
3984,    824, 16.1,      967.88, 83.9,  3576.26, 18.2
3985,    808, 15.2,      978.14, 84.8,  3535.99, 20.3
3986,   1107, 22.5,     1207.22, 77.5,  2974.90, 13.7
3987,   1008, 22.9,     1095.25, 77.1,  3360.16, 15.3
3988,    798, 13.5,      972.08, 86.5,  3528.19, 19.9
3989,    977, 21.0,     1099.68, 79.0,  3361.36, 16.8
3990,    826, 13.6,      995.87, 86.4,  3453.10, 19.6
3991,    836, 17.2,      997.51, 82.8,  3628.85, 20.3
3992,   1049, 23.8,     1105.28, 76.2,  3336.67, 21.6
3993,    827, 15.2,      978.38, 84.8,  3575.00, 19.8
3994,    769, 11.4,      942.92, 88.6,  3681.64, 21.3
3995,    869, 18.4,     1018.97, 81.6,  3499.25, 19.2
3996,    892, 16.6,     1038.33, 83.4,  3484.02, 17.6
3997,    839, 16.7,     1007.30, 83.3,  3518.56, 19.9
3998,    923, 17.2,     1060.26, 82.8,  3451.38, 23.8
3999,    790, 13.9,      973.71, 86.1,  3479.35, 21.1
4000,    780, 13.2,      952.02, 86.8,  3640.44, 19.5
4001,    842, 16.3,      977.91, 83.7,  3522.78, 19.0
4002,    813, 15.0,      988.87, 85.0,  3604.94, 19.3
4003,    884, 18.1,     1026.43, 81.9,  3516.36, 20.5
4004,    878, 16.1,     1026.43, 83.9,  3567.09, 24.4
4005,    779, 16.0,      958.78, 84.0,  3602.95, 20.2
4006,    877, 16.4,     1011.74, 83.6,  3447.57, 22.5
4007,    833, 15.7,      992.61, 84.3,  3545.49, 19.9
4008,    851, 16.5,      980.01, 83.5,  3533.90, 18.7
4009,    863, 18.8,     1008.24, 81.2,  3460.63, 21.3
4010,    775, 15.0,      947.35, 85.0,  3718.68, 20.3
4011,    729, 11.0,      923.79, 89.0,  3673.14, 20.9
4012,    810, 15.6,      978.84, 84.4,  3472.44, 18.5
4013,    770, 14.8,      962.05, 85.2,  3613.67, 20.4
4014,    819, 13.4,      957.85, 86.6,  3577.49, 19.8
4015,    832, 16.8,      992.14, 83.2,  3446.31, 18.4
4016,    784, 13.8,      938.49, 86.2,  3597.84, 19.5
4017,    838, 15.0,      999.37, 85.0,  3612.31, 21.4
4018,    930, 18.0,     1046.49, 82.0,  3510.63, 17.4
4019,    835, 15.8,      998.21, 84.2,  3605.14, 21.3
4020,    974, 20.1,     1113.68, 79.9,  3243.90, 25.3
4021,    886, 21.3,      996.34, 78.7,  3523.09, 18.3
4022,    816, 16.4,      971.61, 83.6,  3660.47, 20.5
4023,    818, 16.1,      987.47, 83.9,  3684.42, 20.2
4024,    817, 15.1,      968.58, 84.9,  3691.19, 21.1
4025,    793, 12.9,      960.65, 87.1,  3605.80, 20.9
4026,    809, 13.5,      966.71, 86.5,  3563.13, 18.8
4027,    834, 16.1,      974.41, 83.9,  3450.71, 18.0
4028,    800, 14.2,      973.01, 85.8,  3612.78, 20.8
4029,    921, 19.7,     1064.46, 80.3,  3419.66, 20.7
4030,   1019, 20.1,     1128.14, 79.9,  3177.18, 23.1
4031,    831, 15.5,      991.91, 84.5,  3496.99, 18.8
4032,    832, 17.1,      976.98, 82.9,  3660.16, 20.1
4033,    920, 18.5,     1046.49, 81.5,  3399.25, 23.6
4034,    850, 17.6,     1009.17, 82.4,  3557.00, 21.6
4035,    734, 13.1,      917.26, 86.9,  3675.18, 20.8
4036,    832, 16.3,      990.27, 83.7,  3525.54, 18.8
4037,    917, 18.6,     1061.19, 81.4,  3244.72, 24.6
4038,    974, 20.2,     1099.92, 79.8,  3336.42, 23.7
4039,    828, 15.9,      987.47, 84.1,  3584.50, 22.1
4040,    857, 16.2,      982.34, 83.8,  3514.81, 19.0
4041,    846, 16.7,      981.64, 83.3,  3643.47, 18.6
4042,    862, 17.6,     1025.73, 82.4,  3467.05, 18.0
4043,    794, 16.6,      976.51, 83.4,  3614.51, 19.3
4044,    878, 17.9,     1030.16, 82.1,  3463.81, 19.5
4045,    839, 15.9,      984.91, 84.1,  3634.68, 18.8
4046,    808, 15.0,      972.54, 85.0,  3555.61, 19.8
4047,    825, 16.2,      982.11, 83.8,  3572.70, 19.2
4048,    787, 15.8,      959.95, 84.2,  3654.14, 19.9
4049,    856, 18.0,     1007.30, 82.0,  3569.92, 23.5
4050,    882, 18.0,     1015.93, 82.0,  3350.97, 18.5
4051,    854, 16.3,      978.84, 83.7,  3426.78, 17.6
4052,    782, 14.5,      959.25, 85.5,  3632.22, 19.9
4053,    785, 16.8,      954.58, 83.2,  3700.44, 19.5
4054,    757, 13.6,      950.38, 86.4,  3629.36, 21.0
4055,    883, 18.5,     1049.53, 81.5,  3430.95, 22.9
4056,    848, 16.4,      976.04, 83.6,  3429.76, 17.9
4057,    823, 16.9,      978.14, 83.1,  3620.73, 19.8
4058,    999, 18.8,     1129.08, 81.2,  3059.07, 25.6
4059,    849, 18.1,      995.64, 81.9,  3499.03, 19.7
4060,    810, 15.2,      976.04, 84.8,  3621.74, 20.7
4061,    826, 15.3,      990.74, 84.7,  3585.07, 19.6
4062,    875, 18.1,      998.21, 81.9,  3536.22, 19.2
4063,    801, 14.0,      958.78, 86.0,  3604.50, 20.5
4064,   1162, 24.9,     1239.88, 75.1,  2938.82, 25.7
4065,    919, 18.4,     1055.83, 81.6,  3298.90, 24.2
4066,    868, 16.6,     1001.47, 83.4,  3557.58, 21.8
4067,    901, 19.3,     1063.29, 80.7,  3366.20, 24.0
4068,    951, 17.8,     1070.99, 82.2,  3383.55, 16.6
4069,    884, 15.3,     1035.06, 84.7,  3364.25, 22.7
4070,    847, 16.2,      994.47, 83.8,  3572.61, 22.0
4071,    820, 15.4,      973.01, 84.6,  3623.84, 21.5
4072,    799, 13.3,      968.58, 86.7,  3541.46, 18.9
4073,    839, 16.2,      981.88, 83.8,  3529.18, 18.6
4074,    786, 15.3,      963.21, 84.7,  3551.99, 19.7
4075,   1154, 22.9,     1224.49, 77.1,  2935.68, 13.9
4076,    925, 17.4,     1059.79, 82.6,  3426.37, 24.4
4077,    821, 15.8,      974.18, 84.2,  3553.66, 19.2
4078,    894, 19.2,     1022.70, 80.8,  3367.52, 19.8
4079,    805, 16.3,      971.38, 83.7,  3604.71, 20.1
4080,    831, 14.3,      991.67, 85.7,  3445.50, 22.7
4081,    848, 17.6,     1000.77, 82.4,  3596.90, 21.9
4082,    851, 17.3,      989.81, 82.7,  3560.74, 18.3
4083,    824, 15.5,      981.41, 84.5,  3572.81, 18.8
4084,    809, 14.1,      951.55, 85.9,  3640.90, 19.8
4085,    813, 16.1,      973.48, 83.9,  3627.95, 19.4
4086,    840, 16.2,      984.21, 83.8,  3568.30, 19.5
4087,    834, 17.7,      987.24, 82.3,  3512.07, 19.4
4088,    851, 15.9,     1009.87, 84.1,  3578.51, 21.6
4089,    803, 15.1,      969.05, 84.9,  3503.76, 19.3
4090,    832, 15.7,      997.27, 84.3,  3506.75, 20.9
4091,   1090, 22.6,     1170.60, 77.4,  3013.30, 24.3
4092,    930, 17.7,     1064.22, 82.3,  3374.44, 23.0
4093,    900, 17.2,     1020.13, 82.8,  3503.72, 17.2
4094,    975, 21.3,     1089.42, 78.7,  3330.95, 23.1
4095,    825, 16.2,      985.37, 83.8,  3565.06, 19.2
4096,    807, 16.7,      959.48, 83.3,  3656.05, 19.6
4097,    819, 13.9,      983.74, 86.1,  3533.93, 19.3
4098,    829, 16.2,      968.35, 83.8,  3691.94, 19.4
4099,    799, 14.4,      964.85, 85.6,  3602.48, 19.0
4100,   1059, 22.0,     1148.44, 78.0,  3119.95, 14.6
4101,    792, 18.4,      952.48, 81.6,  3613.13, 20.1
4102,    971, 18.9,     1095.02, 81.1,  3065.64, 23.7
4103,    964, 20.0,     1083.82, 80.0,  3296.42, 23.8
4104,    766, 14.8,      950.15, 85.2,  3585.49, 20.5
4105,    784, 13.6,      957.15, 86.4,  3583.14, 21.8
4106,    806, 15.6,      959.25, 84.4,  3662.92, 20.2
4107,   1117, 21.7,     1205.36, 78.3,  2829.36, 26.1
4108,    848, 16.3,      989.57, 83.7,  3606.81, 19.2
4109,    820, 15.6,      971.38, 84.4,  3491.56, 19.3
4110,    794, 13.5,      962.28, 86.5,  3548.64, 20.8
4111,   1086, 22.7,     1164.53, 77.3,  3164.62, 24.7
4112,    816, 15.9,      971.84, 84.1,  3649.00, 19.2
4113,    847, 17.1,      996.81, 82.9,  3433.24, 20.9
4114,    887, 17.1,     1037.86, 82.9,  3532.40, 24.0
4115,    815, 14.6,      982.11, 85.4,  3507.49, 20.9
4116,    800, 14.1,      974.64, 85.9,  3598.73, 21.1
4117,    843, 17.6,      995.41, 82.4,  3465.48, 19.1
4118,    827, 15.0,      995.87, 85.0,  3636.66, 21.9
4119,    815, 15.2,      974.41, 84.8,  3584.88, 20.2
4120,    814, 15.0,      982.58, 85.0,  3610.76, 22.1
4121,    801, 16.2,      979.08, 83.8,  3503.84, 19.7
4122,    803, 17.7,      966.25, 82.3,  3607.39, 19.4
4123,    859, 17.0,     1024.80, 83.0,  3542.83, 22.6
4124,   1065, 20.3,     1157.07, 79.7,  3167.05, 15.0
4125,    883, 17.2,     1018.03, 82.8,  3484.27, 21.4
4126,    869, 18.6,     1022.47, 81.4,  3517.88, 21.5
4127,    844, 17.1,      983.51, 82.9,  3583.84, 19.1
4128,    872, 16.1,     1012.90, 83.9,  3566.66, 22.4
4129,    874, 15.6,     1023.87, 84.4,  3464.28, 20.0
4130,   1105, 24.4,     1200.23, 75.6,  3037.27, 23.3
4131,    790, 14.6,      955.98, 85.4,  3678.96, 21.4
4132,    821, 16.0,      982.11, 84.0,  3511.98, 20.5
4133,    798, 13.2,      970.21, 86.8,  3576.54, 19.5
4134,    846, 16.9,      995.87, 83.1,  3471.98, 20.0
4135,    806, 14.9,      964.85, 85.1,  3578.22, 20.2
4136,   1070, 20.5,     1181.10, 79.5,  2988.07, 26.7
4137,    776, 14.3,      959.01, 85.7,  3646.84, 20.0
4138,   1123, 22.5,     1209.09, 77.5,  2944.04, 26.9
4139,    858, 17.4,     1013.14, 82.6,  3504.20, 19.0
4140,    806, 16.5,      980.48, 83.5,  3503.68, 20.0
4141,    837, 14.0,      981.88, 86.0,  3626.83, 22.0
4142,    785, 15.2,      946.65, 84.8,  3806.05, 20.8
4143,    858, 17.2,     1016.17, 82.8,  3510.94, 22.3
4144,    813, 15.4,      977.21, 84.6,  3678.58, 19.2
4145,    780, 12.8,      956.45, 87.2,  3652.48, 21.9
4146,    749, 14.0,      943.85, 86.0,  3657.44, 20.7
4147,    895, 17.7,     1031.80, 82.3,  3455.14, 22.2
4148,    834, 15.3,      973.48, 84.7,  3557.18, 18.7
4149,    886, 17.5,     1036.93, 82.5,  3426.29, 21.3
4150,   1100, 22.5,     1184.60, 77.5,  3055.48, 26.0
4151,    816, 15.6,      969.05, 84.4,  3602.51, 20.8
4152,   1038, 20.5,     1143.31, 79.5,  3085.27, 14.0
4153,    800, 15.1,      962.05, 84.9,  3654.93, 19.8
4154,    841, 16.5,      995.64, 83.5,  3376.45, 19.7
4155,    796, 15.7,      969.74, 84.3,  3607.14, 19.6
4156,    809, 14.2,      976.51, 85.8,  3528.58, 21.1
4157,    832, 16.1,      984.91, 83.9,  3550.85, 21.6
4158,    944, 19.0,     1052.79, 81.0,  3319.33, 16.3
4159,    833, 15.2,      989.81, 84.8,  3450.67, 20.5
4160,    770, 12.3,      945.02, 87.7,  3634.79, 20.3
4161,    805, 14.5,      971.84, 85.5,  3686.42, 21.5
4162,    787, 15.4,      957.85, 84.6,  3570.53, 20.1
4163,   1018, 19.8,     1118.34, 80.2,  3314.23, 15.7
4164,    827, 13.2,      973.24, 86.8,  3460.23, 21.2
4165,    802, 15.8,      960.88, 84.2,  3568.79, 19.5
4166,    768, 12.6,      936.15, 87.4,  3676.09, 20.7
4167,    814, 14.7,      982.58, 85.3,  3435.32, 20.1
4168,    810, 15.8,      962.75, 84.2,  3545.35, 19.5
4169,    947, 17.5,     1074.25, 82.5,  3319.72, 24.6
4170,    802, 14.1,      946.65, 85.9,  3538.45, 19.1
4171,    765, 13.9,      951.32, 86.1,  3659.61, 20.0
4172,    945, 17.6,     1084.29, 82.4,  3236.86, 25.0
4173,    860, 16.2,     1015.23, 83.8,  3462.86, 19.8
4174,    785, 14.1,      953.18, 85.9,  3690.40, 20.0
4175,    820, 16.1,      969.51, 83.9,  3540.89, 18.9
4176,    880, 18.1,     1010.57, 81.9,  3454.84, 19.7
4177,    821, 13.9,      976.74, 86.1,  3440.43, 20.2
4178,    813, 15.6,      964.38, 84.4,  3672.74, 21.8
4179,    831, 14.7,      982.58, 85.3,  3585.25, 19.6
4180,    831, 14.7,      970.44, 85.3,  3548.71, 19.0
4181,    842, 17.5,      995.41, 82.5,  3597.24, 20.3
4182,   1093, 21.8,     1189.03, 78.2,  3020.75, 14.5
4183,    967, 20.4,     1105.05, 79.6,  3312.70, 16.5
4184,    849, 15.5,     1000.54, 84.5,  3418.07, 18.1
4185,    791, 14.3,      955.98, 85.7,  3627.05, 19.8
4186,    932, 19.1,     1070.99, 80.9,  3345.03, 23.7
4187,   1163, 23.4,     1234.05, 76.6,  3129.21, 14.7
4188,    878, 16.3,     1033.20, 83.7,  3492.88, 24.0
4189,    849, 16.4,     1008.70, 83.6,  3487.38, 22.7
4190,    808, 14.5,      971.61, 85.5,  3585.90, 19.2
4191,    830, 14.7,      975.81, 85.3,  3627.02, 19.8
4192,   1036, 20.8,     1136.31, 79.2,  3078.74, 24.9
4193,    798, 16.2,      950.85, 83.8,  3722.19, 20.8
4194,    941, 18.2,     1056.76, 81.8,  3439.85, 22.5
4195,    789, 15.1,      965.55, 84.9,  3653.73, 21.0
4196,    844, 15.3,     1005.90, 84.7,  3384.22, 20.0
4197,    792, 15.3,      973.24, 84.7,  3532.61, 18.7
4198,    933, 16.6,     1084.05, 83.4,  3205.83, 24.3
4199,    814, 15.2,      963.45, 84.8,  3660.93, 19.4
4200,   1059, 19.5,     1165.00, 80.5,  3059.33, 14.6
4201,    847, 16.6,      994.47, 83.4,  3471.58, 19.1
4202,    863, 15.6,      994.71, 84.4,  3452.96, 18.9
4203,    841, 17.1,      977.44, 82.9,  3562.89, 18.9
4204,    813, 16.1,      982.34, 83.9,  3534.64, 18.6
4205,    875, 18.2,     1032.96, 81.8,  3490.03, 23.4
4206,   1084, 20.5,     1176.43, 79.5,  3020.09, 14.4
4207,    900, 16.2,     1035.53, 83.8,  3322.13, 22.0
4208,    834, 14.6,     1002.40, 85.4,  3529.13, 20.3
4209,    890, 15.2,     1044.86, 84.8,  3363.98, 25.1
4210,    808, 16.7,      962.51, 83.3,  3670.77, 20.3
4211,    820, 15.1,      991.44, 84.9,  3598.33, 21.3
4212,    801, 17.1,      969.51, 82.9,  3597.86, 19.2
4213,   1088, 21.3,     1194.86, 78.7,  3161.45, 14.1
4214,    846, 16.7,      988.87, 83.3,  3509.32, 22.5
4215,    909, 22.9,     1003.57, 77.1,  3631.96, 17.6
4216,    980, 19.9,     1111.11, 80.1,  3098.54, 23.8
4217,    851, 17.6,     1004.74, 82.4,  3459.15, 19.9
4218,    802, 15.1,      980.24, 84.9,  3655.73, 20.8
4219,    791, 15.5,      979.08, 84.5,  3602.83, 19.7
4220,    781, 16.5,      947.35, 83.5,  3535.33, 20.1
4221,    811, 12.2,      967.65, 87.8,  3570.38, 21.5
4222,    775, 15.0,      942.22, 85.0,  3659.05, 20.8
4223,    903, 19.6,     1025.27, 80.4,  3412.98, 19.5
4224,    934, 19.2,     1064.46, 80.8,  3428.82, 23.0
4225,    793, 14.8,      969.05, 85.2,  3638.37, 21.8
4226,    777, 15.8,      957.61, 84.2,  3698.77, 20.1
4227,    802, 13.8,      964.61, 86.2,  3509.45, 19.8
4228,    851, 15.4,     1018.27, 84.6,  3443.01, 23.0
4229,   1061, 20.7,     1182.50, 79.3,  2958.34, 25.4
4230,    905, 16.4,     1049.53, 83.6,  3410.82, 23.6
4231,    929, 18.1,     1069.12, 81.9,  3396.71, 22.4
4232,    849, 15.4,      993.07, 84.6,  3577.79, 20.5
4233,    972, 19.3,     1087.78, 80.7,  3424.93, 16.3
4234,    873, 15.8,     1010.57, 84.2,  3529.50, 21.9
4235,    799, 13.8,      960.88, 86.2,  3587.71, 20.2
4236,    819, 14.9,      965.08, 85.1,  3523.88, 19.9
4237,    845, 17.6,     1000.54, 82.4,  3539.07, 18.7
4238,    901, 18.4,     1034.13, 81.6,  3430.45, 22.3
4239,    822, 16.7,      970.91, 83.3,  3552.02, 19.1
4240,   1131, 23.4,     1219.35, 76.6,  2833.42, 24.6
4241,    817, 14.7,     1004.74, 85.3,  3459.97, 21.4
4242,    819, 15.6,      976.51, 84.4,  3507.61, 19.2
4243,    767, 12.6,      941.98, 87.4,  3605.25, 19.8
4244,   1017, 21.7,     1132.81, 78.3,  3226.11, 15.6
4245,    914, 18.9,     1050.69, 81.1,  3473.79, 22.2
4246,    915, 20.1,     1052.56, 79.9,  3377.88, 19.3
4247,    970, 20.0,     1096.88, 80.0,  3249.57, 15.9
4248,    780, 14.6,      961.35, 85.4,  3646.62, 20.3
4249,    893, 19.3,     1031.10, 80.7,  3457.12, 17.9
4250,    811, 16.5,      971.61, 83.5,  3605.41, 19.2
4251,   1022, 22.1,     1128.84, 77.9,  3275.53, 24.2
4252,    964, 17.6,     1104.58, 82.4,  3195.86, 25.5
4253,    783, 15.3,      951.08, 84.7,  3639.78, 19.2
4254,    815, 14.6,      983.51, 85.4,  3623.98, 19.1
4255,    794, 11.8,      966.95, 88.2,  3542.91, 19.5
4256,    810, 15.7,      977.44, 84.3,  3506.51, 20.6
4257,    797, 15.3,      959.71, 84.7,  3619.64, 19.8
4258,    811, 15.5,      979.31, 84.5,  3591.05, 19.0
4259,   1031, 21.0,     1141.44, 79.0,  3193.99, 26.7
4260,    827, 16.9,      992.14, 83.1,  3587.20, 19.8
4261,   1097, 22.4,     1186.46, 77.6,  3097.92, 14.3
4262,   1007, 20.0,     1117.88, 80.0,  3064.38, 24.6
4263,    778, 15.8,      955.51, 84.2,  3538.37, 19.3
4264,    820, 15.4,      986.54, 84.6,  3592.79, 18.5
4265,    948, 20.0,     1086.15, 80.0,  3245.57, 22.3
4266,    943, 19.5,     1084.52, 80.5,  3346.28, 24.4
4267,    812, 16.3,      975.81, 83.7,  3562.40, 18.8
4268,    848, 17.3,     1021.77, 82.7,  3473.82, 21.8
4269,    950, 19.4,     1074.49, 80.6,  3381.76, 22.8
4270,    753, 14.2,      956.45, 85.8,  3571.06, 21.2
4271,   1065, 22.0,     1189.26, 78.0,  3055.91, 26.1
4272,    756, 14.6,      950.38, 85.4,  3605.08, 19.8
4273,    920, 17.3,     1062.12, 82.7,  3302.56, 25.3
4274,    822, 14.2,      978.61, 85.8,  3556.49, 19.5
4275,    844, 17.4,      993.54, 82.6,  3412.17, 19.9
4276,    828, 14.5,      971.84, 85.5,  3605.04, 19.6
4277,    826, 15.4,      970.91, 84.6,  3550.66, 19.6
4278,    813, 15.0,      983.51, 85.0,  3548.53, 19.1
4279,    819, 15.5,      987.94, 84.5,  3536.38, 19.4
4280,   1022, 19.6,     1133.51, 80.4,  3100.02, 25.7
4281,   1132, 24.4,     1228.45, 75.6,  2831.51, 26.7
4282,    817, 12.5,      981.88, 87.5,  3539.57, 20.6
4283,   1049, 21.2,     1152.64, 78.8,  3110.89, 14.6
4284,    998, 19.3,     1098.05, 80.7,  3215.03, 24.0
4285,    827, 17.4,      971.38, 82.6,  3582.30, 20.1
4286,    796, 16.2,      962.51, 83.8,  3720.63, 20.0
4287,    821, 12.9,      979.78, 87.1,  3623.39, 22.3
4288,    812, 14.0,      952.72, 86.0,  3570.51, 21.7
4289,    868, 17.2,     1005.44, 82.8,  3522.35, 19.9
4290,    862, 17.5,      998.67, 82.5,  3529.83, 18.7
4291,    813, 16.9,      974.18, 83.1,  3597.71, 20.4
4292,    773, 13.6,      956.91, 86.4,  3595.81, 20.7
4293,    808, 16.5,      959.25, 83.5,  3615.45, 18.7
4294,    999, 21.5,     1126.74, 78.5,  3188.63, 24.4
4295,   1038, 21.1,     1152.64, 78.9,  3299.55, 15.1
4296,    788, 16.0,      954.82, 84.0,  3577.10, 19.8
4297,    911, 17.5,     1045.56, 82.5,  3457.34, 17.0
4298,    834, 16.7,      994.01, 83.3,  3497.13, 19.8
4299,    792, 15.2,      960.41, 84.8,  3680.44, 19.6
4300,    831, 16.4,      994.01, 83.6,  3538.44, 20.3
4301,    785, 13.4,      958.08, 86.6,  3622.13, 20.0
4302,    807, 16.0,      986.54, 84.0,  3609.43, 21.2
4303,    829, 15.8,      967.18, 84.2,  3580.07, 19.1
4304,    999, 22.3,     1111.58, 77.7,  3224.06, 23.5
4305,    836, 16.9,     1004.97, 83.1,  3554.74, 21.4
4306,    880, 15.1,     1038.56, 84.9,  3327.93, 22.5
4307,    934, 19.2,     1090.58, 80.8,  3375.61, 21.9
4308,    845, 16.0,     1008.24, 84.0,  3468.00, 18.8
4309,    810, 15.1,      970.68, 84.9,  3609.69, 20.0
4310,    813, 15.4,      982.11, 84.6,  3683.56, 20.2
4311,    825, 15.4,      964.15, 84.6,  3540.40, 19.5
4312,    890, 18.7,     1008.24, 81.3,  3435.82, 21.0
4313,    823, 17.1,      985.84, 82.9,  3588.79, 19.6
4314,   1041, 21.0,     1150.54, 79.0,  3271.25, 14.5
4315,    774, 13.0,      961.11, 87.0,  3682.52, 19.8
4316,    807, 14.3,      957.15, 85.7,  3474.19, 19.3
4317,    950, 19.7,     1075.42, 80.3,  3498.77, 16.8
4318,    835, 15.2,      989.57, 84.8,  3428.02, 18.8
4319,    833, 14.0,      994.71, 86.0,  3618.02, 21.4
4320,    864, 18.1,     1013.60, 81.9,  3510.41, 18.9
4321,    833, 18.0,      980.48, 82.0,  3615.56, 19.7
4322,   1101, 22.1,     1183.66, 77.9,  3096.12, 13.9
4323,    894, 17.6,     1013.37, 82.4,  3451.66, 20.0
4324,    854, 17.6,     1007.30, 82.4,  3475.15, 22.4
4325,    898, 19.9,     1006.37, 80.1,  3476.37, 17.8
4326,    793, 14.9,      981.88, 85.1,  3681.64, 19.9
4327,    807, 14.4,      978.14, 85.6,  3568.62, 20.6
4328,    807, 15.1,      974.64, 84.9,  3485.92, 19.5
4329,   1122, 22.4,     1212.82, 77.6,  2871.47, 26.4
4330,    978, 19.1,     1113.21, 80.9,  3101.54, 25.4
4331,    937, 21.0,     1050.69, 79.0,  3470.62, 21.3
4332,    825, 17.1,      998.67, 82.9,  3553.68, 20.1
4333,    816, 14.3,      973.24, 85.7,  3624.60, 20.0
4334,    978, 19.7,     1109.71, 80.3,  3223.15, 24.7
4335,    809, 15.5,      982.81, 84.5,  3520.86, 19.4
4336,   1065, 20.1,     1149.37, 79.9,  3074.97, 14.5
4337,    892, 16.1,     1041.36, 83.9,  3478.73, 24.6
4338,    823, 15.1,      987.94, 84.9,  3602.64, 19.4
4339,    796, 14.6,      972.54, 85.4,  3658.28, 20.0
4340,    797, 17.4,      963.21, 82.6,  3611.50, 19.1
4341,    832, 18.3,      987.47, 81.7,  3547.54, 18.4
4342,    841, 15.2,      997.97, 84.8,  3480.35, 20.8
4343,    788, 14.3,      970.21, 85.7,  3602.82, 20.3
4344,    810, 14.4,      972.31, 85.6,  3473.16, 18.5
4345,    799, 13.5,      967.65, 86.5,  3562.93, 19.8
4346,    956, 19.0,     1092.22, 81.0,  3246.51, 16.0
4347,    807, 16.7,      974.18, 83.3,  3574.28, 22.2
4348,    818, 16.9,      976.74, 83.1,  3594.92, 19.2
4349,   1051, 22.0,     1151.70, 78.0,  3103.90, 25.6
4350,    776, 14.4,      956.21, 85.6,  3606.68, 18.9
4351,    760, 12.2,      941.28, 87.8,  3618.38, 21.1
4352,    771, 15.3,      958.08, 84.7,  3721.96, 20.4
4353,    793, 12.6,      949.68, 87.4,  3752.20, 20.6
4354,    923, 19.7,     1059.09, 80.3,  3497.09, 22.9
4355,    829, 16.2,      982.34, 83.8,  3576.86, 19.1
4356,   1035, 21.6,     1137.94, 78.4,  3114.60, 23.3
4357,    821, 16.1,      968.35, 83.9,  3558.89, 19.0
4358,    845, 17.6,      982.81, 82.4,  3664.45, 19.4
4359,    818, 15.8,      977.91, 84.2,  3539.57, 19.8
4360,    787, 15.4,      956.21, 84.6,  3694.41, 20.1
4361,    858, 18.4,      985.61, 81.6,  3499.69, 18.1
4362,    825, 15.4,      975.58, 84.6,  3427.85, 19.2
4363,    829, 15.2,      983.98, 84.8,  3497.87, 20.1
4364,    804, 13.9,      955.51, 86.1,  3628.87, 19.8
4365,    831, 18.3,      994.01, 81.7,  3525.04, 19.5
4366,    811, 16.9,      980.71, 83.1,  3638.55, 19.4
4367,    792, 14.8,      954.82, 85.2,  3661.55, 21.1
4368,    783, 16.2,      961.11, 83.8,  3626.56, 19.4
4369,    737, 11.5,      935.22, 88.5,  3613.81, 21.2
4370,    774, 13.8,      959.01, 86.2,  3618.12, 20.7
4371,    835, 17.2,     1001.24, 82.8,  3551.35, 20.2
4372,   1123, 21.5,     1223.32, 78.5,  2936.91, 26.6
4373,    806, 15.5,      982.34, 84.5,  3589.37, 19.5
4374,   1139, 23.2,     1221.92, 76.8,  2891.67, 26.1
4375,    811, 14.8,      975.11, 85.2,  3563.90, 20.2
4376,    820, 13.9,      977.68, 86.1,  3690.57, 21.5
4377,    785, 15.7,      965.55, 84.3,  3696.28, 20.8
4378,    916, 19.7,     1068.66, 80.3,  3361.96, 24.3
4379,    908, 16.3,     1043.46, 83.7,  3317.85, 23.8
4380,    949, 20.5,     1060.49, 79.5,  3420.69, 21.1
4381,    882, 17.6,     1024.10, 82.4,  3446.95, 22.8
4382,    960, 19.9,     1094.32, 80.1,  3358.22, 22.6
4383,    773, 13.6,      946.18, 86.4,  3617.98, 19.7
4384,    832, 17.2,      985.37, 82.8,  3579.22, 19.4
4385,   1021, 20.4,     1127.91, 79.6,  3094.60, 14.7
4386,    860, 17.1,     1015.23, 82.9,  3511.19, 21.2
4387,    849, 16.4,     1012.90, 83.6,  3451.53, 23.1
4388,    810, 13.8,      976.98, 86.2,  3616.91, 21.5
4389,    846, 14.9,      999.37, 85.1,  3582.70, 22.7
4390,    777, 17.1,      963.68, 82.9,  3708.90, 19.6
